"V1" "V2" "V3" "V4"
"3263" "CSTF1" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"3264" "CSTF1" "GO:0005654" "nucleoplasm" "That part of the nuclear content other than the chromosomes or the nucleolus."
"3265" "CSTF1" "GO:0006369" "termination of RNA polymerase II transcription" "The process in which the synthesis of an RNA molecule by RNA polymerase II using a DNA template is completed."
"3266" "CSTF1" "GO:0031124" "mRNA 3'-end processing" "Any process involved in forming the mature 3' end of an mRNA molecule."
"3267" "EEF1A2" "GO:0003746" "translation elongation factor activity" "Functions in chain elongation during polypeptide synthesis at the ribosome."
"3268" "EEF1A2" "GO:0003924" "GTPase activity" "Catalysis of the reaction: GTP + H2O = GDP + phosphate."
"3269" "EEF1A2" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"3270" "EEF1A2" "GO:0005525" "GTP binding" "Interacting selectively and non-covalently with GTP, guanosine triphosphate."
"3271" "EEF1A2" "GO:0005737" "cytoplasm" "All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"3272" "EEF1A2" "GO:0005853" "eukaryotic translation elongation factor 1 complex" "A multisubunit nucleotide exchange complex that binds GTP and aminoacyl-tRNAs, and catalyzes their codon-dependent placement at the A-site of the ribosome. In humans, the complex is composed of four subunits, alpha, beta, delta and gamma."
"3273" "EEF1A2" "GO:0006414" "translational elongation" "The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis."
"3274" "EEF1A2" "GO:0008135" "translation factor activity, RNA binding" "Functions during translation by interacting selectively and non-covalently with RNA during polypeptide synthesis at the ribosome."
"3275" "EEF1A2" "GO:0010035" "response to inorganic substance" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."
"3276" "EEF1A2" "GO:0019901" "protein kinase binding" "Interacting selectively and non-covalently with a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate."
"3277" "EEF1A2" "GO:0043025" "neuronal cell body" "The portion of a neuron that includes the nucleus, but excludes cell projections such as axons and dendrites."
"3278" "EEF1A2" "GO:0043065" "positive regulation of apoptotic process" "Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process."
"3279" "EEF1A2" "GO:0043209" "myelin sheath" "An electrically insulating fatty layer that surrounds the axons of many neurons. It is an outgrowth of glial cells: Schwann cells supply the myelin for peripheral neurons while oligodendrocytes supply it to those of the central nervous system."
"3280" "EEF1A2" "GO:0051602" "response to electrical stimulus" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electrical stimulus."
"3281" "EEF1A2" "GO:0090218" "positive regulation of lipid kinase activity" "Any process that increases the frequency, rate or extent of lipid kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a simple or complex lipid."
"3282" "EEF1A2" "GO:0098574" "cytoplasmic side of lysosomal membrane" "The side (leaflet) of the lysosomal membrane that faces the cytoplasm."
"3283" "EEF1A2" "GO:1904714" "regulation of chaperone-mediated autophagy" "Any process that modulates the frequency, rate or extent of chaperone-mediated autophagy."
"3284" "EEF1A2" "GO:0005634" "nucleus" "A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"3285" "BCL2L1" "GO:0001541" "ovarian follicle development" "The process whose specific outcome is the progression of the ovarian follicle over time, from its formation to the mature structure."
"3286" "BCL2L1" "GO:0001701" "in utero embryonic development" "The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."
"3287" "BCL2L1" "GO:0001836" "release of cytochrome c from mitochondria" "The process that results in the movement of cytochrome c from the mitochondrial intermembrane space into the cytosol, which is part of the apoptotic signaling pathway and leads to caspase activation."
"3288" "BCL2L1" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"3289" "BCL2L1" "GO:0005737" "cytoplasm" "All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"3290" "BCL2L1" "GO:0005739" "mitochondrion" "A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"3291" "BCL2L1" "GO:0005741" "mitochondrial outer membrane" "The outer, i.e. cytoplasm-facing, lipid bilayer of the mitochondrial envelope."
"3292" "BCL2L1" "GO:0005743" "mitochondrial inner membrane" "The inner, i.e. lumen-facing, lipid bilayer of the mitochondrial envelope. It is highly folded to form cristae."
"3293" "BCL2L1" "GO:0005759" "mitochondrial matrix" "The gel-like material, with considerable fine structure, that lies in the matrix space, or lumen, of a mitochondrion. It contains the enzymes of the tricarboxylic acid cycle and, in some organisms, the enzymes concerned with fatty acid oxidation."
"3294" "BCL2L1" "GO:0005783" "endoplasmic reticulum" "The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."
"3295" "BCL2L1" "GO:0005813" "centrosome" "A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle."
"3296" "BCL2L1" "GO:0005829" "cytosol" "The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"3297" "BCL2L1" "GO:0006897" "endocytosis" "A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a small region of the plasma membrane to form a new membrane-bounded vesicle."
"3298" "BCL2L1" "GO:0007093" "mitotic cell cycle checkpoint" "A cell cycle checkpoint that ensures accurate chromosome replication and segregation by preventing progression through a mitotic cell cycle until conditions are suitable for the cell to proceed to the next stage."
"3299" "BCL2L1" "GO:0007281" "germ cell development" "The process whose specific outcome is the progression of an immature germ cell over time, from its formation to the mature structure (gamete). A germ cell is any reproductive cell in a multicellular organism."
"3300" "BCL2L1" "GO:0007283" "spermatogenesis" "The process of formation of spermatozoa, including spermatocytogenesis and spermiogenesis."
"3301" "BCL2L1" "GO:0008283" "cell proliferation" "The multiplication or reproduction of cells, resulting in the expansion of a cell population."
"3302" "BCL2L1" "GO:0008284" "positive regulation of cell proliferation" "Any process that activates or increases the rate or extent of cell proliferation."
"3303" "BCL2L1" "GO:0008584" "male gonad development" "The process whose specific outcome is the progression of the male gonad over time, from its formation to the mature structure."
"3304" "BCL2L1" "GO:0008630" "intrinsic apoptotic signaling pathway in response to DNA damage" "A series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the detection of DNA damage, and ends when the execution phase of apoptosis is triggered."
"3305" "BCL2L1" "GO:0008637" "apoptotic mitochondrial changes" "The morphological and physiological alterations undergone by mitochondria during apoptosis."
"3306" "BCL2L1" "GO:0009566" "fertilization" "The union of gametes of opposite sexes during the process of sexual reproduction to form a zygote. It involves the fusion of the gametic nuclei (karyogamy) and cytoplasm (plasmogamy)."
"3307" "BCL2L1" "GO:0016021" "integral component of membrane" "The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"3308" "BCL2L1" "GO:0019050" "suppression by virus of host apoptotic process" "Any viral process that inhibits apoptosis of infected host cells, facilitating prolonged cell survival during viral replication."
"3309" "BCL2L1" "GO:0019221" "cytokine-mediated signaling pathway" "A series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription."
"3310" "BCL2L1" "GO:0019901" "protein kinase binding" "Interacting selectively and non-covalently with a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate."
"3311" "BCL2L1" "GO:0030054" "cell junction" "A cellular component that forms a specialized region of connection between two or more cells or between a cell and the extracellular matrix. At a cell junction, anchoring proteins extend through the plasma membrane to link cytoskeletal proteins in one cell to cytoskeletal proteins in neighboring cells or to proteins in the extracellular matrix."
"3312" "BCL2L1" "GO:0030672" "synaptic vesicle membrane" "The lipid bilayer surrounding a synaptic vesicle."
"3313" "BCL2L1" "GO:0031965" "nuclear membrane" "Either of the lipid bilayers that surround the nucleus and form the nuclear envelope; excludes the intermembrane space."
"3314" "BCL2L1" "GO:0032465" "regulation of cytokinesis" "Any process that modulates the frequency, rate or extent of the division of the cytoplasm of a cell and its separation into two daughter cells."
"3315" "BCL2L1" "GO:0034097" "response to cytokine" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."
"3316" "BCL2L1" "GO:0040007" "growth" "The increase in size or mass of an entire organism, a part of an organism or a cell."
"3317" "BCL2L1" "GO:0042802" "identical protein binding" "Interacting selectively and non-covalently with an identical protein or proteins."
"3318" "BCL2L1" "GO:0042803" "protein homodimerization activity" "Interacting selectively and non-covalently with an identical protein to form a homodimer."
"3319" "BCL2L1" "GO:0043066" "negative regulation of apoptotic process" "Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."
"3320" "BCL2L1" "GO:0043524" "negative regulation of neuron apoptotic process" "Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process in neurons."
"3321" "BCL2L1" "GO:0046898" "response to cycloheximide" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cycloheximide stimulus. Cycloheximide (actidione) is an antibiotic produced by some Streptomyces species which interferes with protein synthesis in eukaryotes."
"3322" "BCL2L1" "GO:0046902" "regulation of mitochondrial membrane permeability" "Any process that modulates the frequency, rate or extent of the passage or uptake of molecules by the mitochondrial membrane."
"3323" "BCL2L1" "GO:0046982" "protein heterodimerization activity" "Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer."
"3324" "BCL2L1" "GO:0051402" "neuron apoptotic process" "Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."
"3325" "BCL2L1" "GO:0051434" "BH3 domain binding" "Interacting selectively and non-covalently with the BH3 domain of a protein of the Bcl-2 family. The BH3 domain is a potent death domain and has an important role in protein-protein interactions and in cell death."
"3326" "BCL2L1" "GO:0051881" "regulation of mitochondrial membrane potential" "Any process that modulates the establishment or extent of the mitochondrial membrane potential, the electric potential existing across the mitochondrial membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."
"3327" "BCL2L1" "GO:0060154" "cellular process regulating host cell cycle in response to virus" "Any cellular process that modulates the rate or extent of progression through the cell cycle in response to a virus."
"3328" "BCL2L1" "GO:0070584" "mitochondrion morphogenesis" "The process in which the anatomical structures of a mitochondrion are generated and organized."
"3329" "BCL2L1" "GO:0071230" "cellular response to amino acid stimulus" "Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups."
"3330" "BCL2L1" "GO:0071312" "cellular response to alkaloid" "Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alkaloid stimulus. Alkaloids are a large group of nitrogenous substances found in naturally in plants, many of which have extracts that are pharmacologically active."
"3331" "BCL2L1" "GO:0071480" "cellular response to gamma radiation" "Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gamma radiation stimulus. Gamma radiation is a form of electromagnetic radiation (EMR) or light emission of a specific frequency produced from sub-atomic particle interaction, such as electron-positron annihilation and radioactive decay. Gamma rays are generally characterized as EMR having the highest frequency and energy, and also the shortest wavelength, within the electromagnetic radiation spectrum."
"3332" "BCL2L1" "GO:0071839" "apoptotic process in bone marrow" "The apoptotic process in cells in the bone marrow."
"3333" "BCL2L1" "GO:0090201" "negative regulation of release of cytochrome c from mitochondria" "Any process that decreases the rate, frequency or extent of release of cytochrome c from mitochondria, the process in which cytochrome c is enabled to move from the mitochondrial intermembrane space into the cytosol, which is an early step in apoptosis and leads to caspase activation."
"3334" "BCL2L1" "GO:0097136" "Bcl-2 family protein complex" "A protein complex that consists of members of the Bcl-2 family of anti- and proapoptotic regulators. Bcl-2 proteins respond to cues from various forms of intracellular stress, such as DNA damage or cytokine deprivation, and interact with opposing family members to determine whether or not the caspase proteolytic cascade should be unleashed."
"3335" "BCL2L1" "GO:0097192" "extrinsic apoptotic signaling pathway in absence of ligand" "A series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with withdrawal of a ligand from a cell surface receptor, and ends when the execution phase of apoptosis is triggered."
"3336" "BCL2L1" "GO:0097284" "hepatocyte apoptotic process" "Any apoptotic process in a hepatocyte, the main structural component of the liver."
"3337" "BCL2L1" "GO:1900118" "negative regulation of execution phase of apoptosis" "Any process that stops, prevents or reduces the frequency, rate or extent of execution phase of apoptosis."
"3338" "BCL2L1" "GO:1902042" "negative regulation of extrinsic apoptotic signaling pathway via death domain receptors" "Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway via death domain receptors."
"3339" "BCL2L1" "GO:1902230" "negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage" "Any process that stops, prevents or reduces the frequency, rate or extent of intrinsic apoptotic signaling pathway in response to DNA damage."
"3340" "BCL2L1" "GO:1903077" "negative regulation of protein localization to plasma membrane" "Any process that stops, prevents or reduces the frequency, rate or extent of protein localization to plasma membrane."
"3341" "BCL2L1" "GO:2001240" "negative regulation of extrinsic apoptotic signaling pathway in absence of ligand" "Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway in absence of ligand."
"3342" "BCL2L1" "GO:2001243" "negative regulation of intrinsic apoptotic signaling pathway" "Any process that stops, prevents or reduces the frequency, rate or extent of intrinsic apoptotic signaling pathway."
"3343" "BCL2L1" "GO:2001244" "positive regulation of intrinsic apoptotic signaling pathway" "Any process that activates or increases the frequency, rate or extent of intrinsic apoptotic signaling pathway."
"3344" "CYP24A1" "GO:0001649" "osteoblast differentiation" "The process whereby a relatively unspecialized cell acquires the specialized features of an osteoblast, a mesodermal or neural crest cell that gives rise to bone."
"3345" "CYP24A1" "GO:0005506" "iron ion binding" "Interacting selectively and non-covalently with iron (Fe) ions."
"3346" "CYP24A1" "GO:0005634" "nucleus" "A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"3347" "CYP24A1" "GO:0005654" "nucleoplasm" "That part of the nuclear content other than the chromosomes or the nucleolus."
"3348" "CYP24A1" "GO:0005739" "mitochondrion" "A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"3349" "CYP24A1" "GO:0005741" "mitochondrial outer membrane" "The outer, i.e. cytoplasm-facing, lipid bilayer of the mitochondrial envelope."
"3350" "CYP24A1" "GO:0005886" "plasma membrane" "The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"3351" "CYP24A1" "GO:0006766" "vitamin metabolic process" "The chemical reactions and pathways involving vitamins. Vitamin is a general term for a number of unrelated organic substances that occur in many foods in small amounts and that are necessary in trace amounts for the normal metabolic functioning of the body. Vitamins may be water-soluble or fat-soluble and usually serve as components of coenzyme systems."
"3352" "CYP24A1" "GO:0008403" "25-hydroxycholecalciferol-24-hydroxylase activity" "Catalysis of the hydroxylation of C-24 of 25-hydroxycholecalciferol (25-hydroxyvitamin D3) to form 24(R),25-dihydroxycholecalciferol."
"3353" "CYP24A1" "GO:0016491" "oxidoreductase activity" "Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."
"3354" "CYP24A1" "GO:0020037" "heme binding" "Interacting selectively and non-covalently with heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring."
"3355" "CYP24A1" "GO:0030342" "1-alpha,25-dihydroxyvitamin D3 24-hydroxylase activity" "Catalysis of the hydroxylation of C-24 of 1-alpha,25-hydroxycholecalciferol (25-hydroxyvitamin D3; calcitriol)."
"3356" "CYP24A1" "GO:0033280" "response to vitamin D" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vitamin D stimulus."
"3357" "CYP24A1" "GO:0042359" "vitamin D metabolic process" "The chemical reactions and pathways involving vitamin D, any of a group of related, fat-soluble compounds that are derived from delta-5,7 steroids and play a central role in calcium metabolism. Specific forms of vitamin D include calciferol (ergocalciferol; vitamin D2) and cholecalciferol (calciol; vitamin D3)."
"3358" "CYP24A1" "GO:0042369" "vitamin D catabolic process" "The chemical reactions and pathways resulting in the breakdown of vitamin D, any of a group of related, fat-soluble compounds that are derived from delta-5,7 steroids and play a central role in calcium metabolism. Specific forms of vitamin D include calciferol (ergocalciferol; vitamin D2) and cholecalciferol (calciol; vitamin D3)."
"3359" "CYP24A1" "GO:0055114" "oxidation-reduction process" "A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons."
"3360" "CYP24A1" "GO:0070561" "vitamin D receptor signaling pathway" "The series of molecular signals generated as a consequence of a vitamin D receptor binding to one of its physiological ligands."
"3361" "TGM3" "GO:0003810" "protein-glutamine gamma-glutamyltransferase activity" "Catalysis of the reaction: protein glutamine + alkylamine = protein N5-alkylglutamine + NH3. This reaction is the formation of the N6-(L-isoglutamyl)-L-lysine isopeptide, resulting in cross-linking polypeptide chains; the gamma-carboxamide groups of peptidyl-glutamine residues act as acyl donors, and the 6-amino-groups of peptidyl-lysine residues act as acceptors, to give intra- and intermolecular N6-(5-glutamyl)lysine cross-links."
"3362" "TGM3" "GO:0003824" "catalytic activity" "Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."
"3363" "TGM3" "GO:0005509" "calcium ion binding" "Interacting selectively and non-covalently with calcium ions (Ca2+)."
"3364" "TGM3" "GO:0005737" "cytoplasm" "All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"3365" "TGM3" "GO:0006464" "cellular protein modification process" "The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications) occurring at the level of an individual cell. Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."
"3366" "TGM3" "GO:0016746" "transferase activity, transferring acyl groups" "Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor)."
"3367" "TGM3" "GO:0018149" "peptide cross-linking" "The formation of a covalent cross-link between or within protein chains."
"3368" "TGM3" "GO:0030216" "keratinocyte differentiation" "The process in which a relatively unspecialized cell acquires specialized features of a keratinocyte."
"3369" "TGM3" "GO:0031069" "hair follicle morphogenesis" "The process in which the anatomical structures of the hair follicle are generated and organized."
"3370" "TGM3" "GO:0031234" "extrinsic component of cytoplasmic side of plasma membrane" "The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to its cytoplasmic surface, but not integrated into the hydrophobic region."
"3371" "TGM3" "GO:0031424" "keratinization" "The process in which the cytoplasm of the outermost cells of the vertebrate epidermis is replaced by keratin. Keratinization occurs in the stratum corneum, feathers, hair, claws, nails, hooves, and horns."
"3372" "TGM3" "GO:0043163" "cell envelope organization" "A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the cell envelope, everything external to, but not including, the cytoplasmic membrane of bacteria, encompassing the periplasmic space, cell wall, and outer membrane if present."
"3373" "TGM3" "GO:0051262" "protein tetramerization" "The formation of a protein tetramer, a macromolecular structure consisting of four noncovalently associated identical or nonidentical subunits."
"3374" "TGM3" "GO:0070062" "extracellular exosome" "A membrane-bounded vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."
"3375" "ADIG" "GO:0005634" "nucleus" "A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"3376" "ADIG" "GO:0005737" "cytoplasm" "All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"3377" "ADIG" "GO:0005811" "lipid particle" "An intracellular non-membrane-bounded organelle comprising a matrix of coalesced lipids surrounded by a phospholipid monolayer. May include associated proteins."
"3378" "ADIG" "GO:0007283" "spermatogenesis" "The process of formation of spermatozoa, including spermatocytogenesis and spermiogenesis."
"3379" "ADIG" "GO:0016021" "integral component of membrane" "The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"3380" "ADIG" "GO:0045600" "positive regulation of fat cell differentiation" "Any process that activates or increases the frequency, rate or extent of adipocyte differentiation."
"3381" "ADIG" "GO:0050872" "white fat cell differentiation" "The process in which a relatively unspecialized cell acquires specialized features of a white adipocyte, an animal connective tissue cell involved in energy storage. White adipocytes have cytoplasmic lipids arranged in a unique vacuole."
"3382" "ADIG" "GO:0050873" "brown fat cell differentiation" "The process in which a relatively unspecialized cell acquires specialized features of a brown adipocyte, an animal connective tissue cell involved in adaptive thermogenesis. Brown adipocytes contain multiple small droplets of triglycerides and a high number of mitochondria."
"3383" "TCF15" "GO:0000978" "RNA polymerase II core promoter proximal region sequence-specific DNA binding" "Interacting selectively and non-covalently with a sequence of DNA that is in cis with and relatively close to a core promoter for RNA polymerase II."
"3384" "TCF15" "GO:0000981" "RNA polymerase II transcription factor activity, sequence-specific DNA binding" "Interacting selectively and non-covalently with a specific DNA sequence in order to modulate transcription by RNA polymerase II. The transcription factor may or may not also interact selectively with a protein or macromolecular complex."
"3385" "TCF15" "GO:0001077" "transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding" "Interacting selectively and non-covalently with a sequence of DNA that is in cis with and relatively close to a core promoter for RNA polymerase II (RNAP II) in order to activate or increase the frequency, rate or extent of transcription from the RNAP II promoter."
"3386" "TCF15" "GO:0001756" "somitogenesis" "The formation of mesodermal clusters that are arranged segmentally along the anterior posterior axis of an embryo."
"3387" "TCF15" "GO:0003016" "respiratory system process" "A system process carried out by the organs and tissues of the respiratory system. The respiratory system is an organ system responsible for respiratory gaseous exchange."
"3388" "TCF15" "GO:0003700" "transcription factor activity, sequence-specific DNA binding" "Interacting selectively and non-covalently with a specific DNA sequence in order to modulate transcription. The transcription factor may or may not also interact selectively with a protein or macromolecular complex."
"3389" "TCF15" "GO:0006357" "regulation of transcription from RNA polymerase II promoter" "Any process that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter."
"3390" "TCF15" "GO:0006366" "transcription from RNA polymerase II promoter" "The synthesis of RNA from a DNA template by RNA polymerase II, originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."
"3391" "TCF15" "GO:0007498" "mesoderm development" "The process whose specific outcome is the progression of the mesoderm over time, from its formation to the mature structure. The mesoderm is the middle germ layer that develops into muscle, bone, cartilage, blood and connective tissue."
"3392" "TCF15" "GO:0036342" "post-anal tail morphogenesis" "The process in which a post-anal tail is generated and organized. A post-anal tail is a muscular region of the body that extends posterior to the anus. The post-anal tail may aid locomotion and balance."
"3393" "TCF15" "GO:0042755" "eating behavior" "The specific behavior of an organism relating to the intake of food, any substance (usually solid) that can be metabolized by an organism to give energy and build tissue."
"3394" "TCF15" "GO:0043583" "ear development" "The process whose specific outcome is the progression of the ear over time, from its formation to the mature structure. The ear is the sense organ in vertebrates that is specialized for the detection of sound, and the maintenance of balance. Includes the outer ear and middle ear, which collect and transmit sound waves; and the inner ear, which contains the organs of balance and (except in fish) hearing. Also includes the pinna, the visible part of the outer ear, present in some mammals."
"3395" "TCF15" "GO:0043588" "skin development" "The process whose specific outcome is the progression of the skin over time, from its formation to the mature structure. The skin is the external membranous integument of an animal. In vertebrates the skin generally consists of two layers, an outer nonsensitive and nonvascular epidermis (cuticle or skarfskin) composed of cells which are constantly growing and multiplying in the deeper, and being thrown off in the superficial layers, as well as an inner vascular dermis (cutis, corium or true skin) composed mostly of connective tissue."
"3396" "TCF15" "GO:0045198" "establishment of epithelial cell apical/basal polarity" "The specification and formation of the apicobasal polarity of an epithelial cell."
"3397" "TCF15" "GO:0045944" "positive regulation of transcription from RNA polymerase II promoter" "Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."
"3398" "TCF15" "GO:0046983" "protein dimerization activity" "The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits."
"3399" "TCF15" "GO:0048339" "paraxial mesoderm development" "The process whose specific outcome is the progression of the paraxial mesoderm over time, from its formation to the mature structure. The paraxial mesoderm is the mesoderm located bilaterally adjacent to the notochord and neural tube."
"3400" "TCF15" "GO:0048644" "muscle organ morphogenesis" "The process in which the anatomical structures of muscle are generated and organized."
"3401" "TCF15" "GO:0048705" "skeletal system morphogenesis" "The process in which the anatomical structures of the skeleton are generated and organized."
"3402" "TCF15" "GO:0050884" "neuromuscular process controlling posture" "Any process in which an organism voluntarily modulates its posture, the alignment of its anatomical parts."
"3403" "TCF15" "GO:0060231" "mesenchymal to epithelial transition" "A transition where a mesenchymal cell establishes apical/basolateral polarity, forms intercellular adhesive junctions, synthesizes basement membrane components and becomes an epithelial cell."
"3404" "TCF15" "GO:0090575" "RNA polymerase II transcription factor complex" "A transcription factor complex that acts at promoters of genes transcribed by RNA polymerase II."
"3405" "TCF15" "GO:1903053" "regulation of extracellular matrix organization" "Any process that modulates the frequency, rate or extent of extracellular matrix organization."
"3406" "BFSP1" "GO:0005200" "structural constituent of cytoskeleton" "The action of a molecule that contributes to the structural integrity of a cytoskeletal structure."
"3407" "BFSP1" "GO:0005212" "structural constituent of eye lens" "The action of a molecule that contributes to the structural integrity of the lens of an eye."
"3408" "BFSP1" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"3409" "BFSP1" "GO:0005882" "intermediate filament" "A cytoskeletal structure that forms a distinct elongated structure, characteristically 10 nm in diameter, that occurs in the cytoplasm of eukaryotic cells. Intermediate filaments form a fibrous system, composed of chemically heterogeneous subunits and involved in mechanically integrating the various components of the cytoplasmic space. Intermediate filaments may be divided into five chemically distinct classes: Type I, acidic keratins; Type II, basic keratins; Type III, including desmin, vimentin and others; Type IV, neurofilaments and related filaments; and Type V, lamins."
"3410" "BFSP1" "GO:0005886" "plasma membrane" "The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"3411" "BFSP1" "GO:0005938" "cell cortex" "The region of a cell that lies just beneath the plasma membrane and often, but not always, contains a network of actin filaments and associated proteins."
"3412" "BFSP1" "GO:0007010" "cytoskeleton organization" "A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."
