Gene stable ID	Gene start (bp)	Gene end (bp)	Strand	HGNC symbol	Gene type
ENSG00000236356	143799467	143819599	1		lincRNA
ENSG00000200287	143897263	143897361	1		misc_RNA
ENSG00000232377	143937073	143964156	1		antisense_RNA
ENSG00000121964	143938068	144332568	-1	GTDC1	protein_coding
ENSG00000169554	144364364	144524583	-1	ZEB2	protein_coding
ENSG00000283118	144444848	144450450	1		antisense_RNA
ENSG00000279166	144494265	144496878	-1		TEC
ENSG00000238057	144518097	144521477	1	ZEB2-AS1	antisense_RNA
ENSG00000275372	144518447	144518574	1		misc_RNA
ENSG00000273537	144520456	144520555	1		misc_RNA
ENSG00000277444	144521039	144521116	1		misc_RNA
ENSG00000232606	144566435	144579434	1	LINC01412	lincRNA
ENSG00000226674	144667967	145262988	1	TEX41	lincRNA
ENSG00000234940	144688413	144690185	-1		lincRNA
ENSG00000276706	144705217	144705419	1		misc_RNA
ENSG00000235352	144754776	144755998	-1		processed_pseudogene
ENSG00000268580	144877734	144882033	-1	LINC01966	lincRNA
ENSG00000235435	145294277	145331847	-1		lincRNA
ENSG00000214064	145337230	145338057	1	RPL6P5	processed_pseudogene
ENSG00000225107	145569294	145588024	-1		lincRNA
ENSG00000226218	145600907	145603423	-1		lincRNA
ENSG00000234119	145826285	145827830	-1		processed_pseudogene
ENSG00000279876	145874520	145874845	-1		TEC
ENSG00000233842	145915090	145931146	1		lincRNA
ENSG00000251905	146145156	146145217	1	RNU7-2P	snRNA
ENSG00000230559	146194296	146194821	1	RPL17P12	processed_pseudogene
ENSG00000227134	146477427	146478113	1		processed_pseudogene
ENSG00000198526	146587506	146589310	1	PABPC1P2	processed_pseudogene
ENSG00000271583	146833501	146834038	-1		processed_pseudogene
ENSG00000231040	146837749	146850310	1	LINC01911	lincRNA
ENSG00000227902	146879909	146898218	1		lincRNA
ENSG00000207225	147408342	147408448	1	RNU6-692P	snRNA
ENSG00000207161	147472133	147472243	-1		misc_RNA
ENSG00000202074	147495438	147495540	-1	RNU6-715P	snRNA
ENSG00000253083	147713455	147713554	-1	RNA5SP106	rRNA
ENSG00000229143	147810346	147810777	1		processed_pseudogene
ENSG00000121989	147844517	147930826	1	ACVR2A	protein_coding
ENSG00000212389	147877422	147877528	1	RNU6-1275P	snRNA
ENSG00000223911	147899401	147902956	-1		antisense_RNA
ENSG00000115947	147930397	148021604	-1	ORC4	protein_coding
ENSG00000204406	148021011	148516971	1	MBD5	protein_coding
ENSG00000281469	148044380	148044894	1		TEC
ENSG00000281772	148062154	148062577	1		TEC
ENSG00000212181	148260574	148260708	-1		snoRNA
ENSG00000224007	148295656	148296679	-1		processed_pseudogene
ENSG00000232238	148595158	148595328	1	RPS29P8	processed_pseudogene
ENSG00000135999	148644440	148787568	1	EPC2	protein_coding
ENSG00000222126	148825691	148825835	-1	RNU2-9P	snRNA
ENSG00000223962	148863564	148863804	-1	UBBP3	processed_pseudogene
ENSG00000231079	148866470	148888823	-1		antisense_RNA
ENSG00000228848	148870024	148870381	-1		processed_pseudogene
ENSG00000226340	148872253	148872797	-1		processed_pseudogene
ENSG00000168280	148875250	149026759	1	KIF5C	protein_coding
ENSG00000150556	149038107	149215262	1	LYPD6B	protein_coding
ENSG00000228236	149068596	149068910	-1	TXNP5	processed_pseudogene
ENSG00000224337	149320593	149321436	1	FAM8A3P	processed_pseudogene
ENSG00000187123	149329985	149474148	1	LYPD6	protein_coding
ENSG00000223604	149439897	149440427	1		processed_pseudogene
ENSG00000168288	149569634	149587816	-1	MMADHC	protein_coding
ENSG00000231969	149587196	149848233	1		antisense_RNA
ENSG00000207270	149610668	149610774	-1	RNU6-601P	snRNA
ENSG00000162947	149767506	149859191	-1	LINC01931	lincRNA
ENSG00000230645	150171423	150301080	1	LINC01818	lincRNA
ENSG00000231420	150234892	150257007	-1	LINC01817	lincRNA
ENSG00000115963	150468195	150539011	-1	RND3	protein_coding
ENSG00000236049	150552532	150572221	-1	LINC01920	lincRNA
ENSG00000237220	150566134	150568080	1		lincRNA
ENSG00000232359	150595102	150620067	-1		lincRNA
ENSG00000224048	150612381	150635348	1		lincRNA
ENSG00000228064	150982506	151003474	1		antisense_RNA
ENSG00000222031	151001220	151048774	-1		lincRNA
ENSG00000236885	151117955	151186209	-1		lincRNA
ENSG00000213201	151186188	151186595	1	FABP5P10	processed_pseudogene
ENSG00000184898	151247940	151261879	-1	RBM43	protein_coding
ENSG00000123609	151270465	151290057	-1	NMI	protein_coding
ENSG00000123610	151357592	151380048	1	TNFAIP6	protein_coding
ENSG00000283569	151368334	151368411	-1	MIR4773-1	miRNA
ENSG00000283569	151368334	151368411	-1	MIR4773-2	miRNA
ENSG00000264684	151368334	151368411	1		miRNA
ENSG00000242113	151372003	151372287	1	RN7SL124P	misc_RNA
ENSG00000080345	151409883	151508013	1	RIF1	protein_coding
ENSG00000183091	151485336	151734487	-1	NEB	protein_coding
ENSG00000162980	151788984	151828492	-1	ARL5A	protein_coding
ENSG00000283228	151802651	151973949	-1		protein_coding
ENSG00000182389	151832768	152099475	-1	CACNB4	protein_coding
ENSG00000225214	152098328	152109202	1		antisense_RNA
ENSG00000115145	152116801	152175992	-1	STAM2	protein_coding
ENSG00000234272	152131555	152131845	1	RPL30P2	processed_pseudogene
ENSG00000199884	152284350	152284460	-1		misc_RNA
ENSG00000157827	152335237	152649834	1	FMNL2	protein_coding
ENSG00000213197	152389937	152390630	1		processed_pseudogene
ENSG00000270776	152539197	152539427	-1		processed_pseudogene
ENSG00000196504	152651593	152717997	-1	PRPF40A	protein_coding
ENSG00000177917	152717893	152761253	1	ARL6IP6	protein_coding
ENSG00000234932	152850653	152850824	-1		processed_pseudogene
ENSG00000226213	152876820	152877767	1	UBQLN4P2	processed_pseudogene
ENSG00000214025	153158938	153159683	1	ATP5F1P4	processed_pseudogene
ENSG00000224612	153171987	153201726	-1		lincRNA
ENSG00000226338	153208086	153208163	-1		processed_pseudogene
ENSG00000227708	153337705	153357422	1	LINC01850	lincRNA
ENSG00000214024	153370612	153371064	1	RPL23AP29	processed_pseudogene
ENSG00000242575	153420677	153421957	-1		transcribed_processed_pseudogene
ENSG00000227400	153421616	153593288	-1		sense_overlapping
ENSG00000200377	153446813	153446883	-1		snoRNA
ENSG00000177519	153477338	153478808	-1	RPRM	protein_coding
ENSG00000236917	153761450	153762646	-1	DNAJA1P2	processed_pseudogene
ENSG00000144278	153871913	154453849	1	GALNT13	protein_coding
ENSG00000230251	154286589	154287425	1	PHBP4	processed_pseudogene
ENSG00000224675	154435853	154457438	-1		antisense_RNA
ENSG00000238004	154459857	154460820	1		lincRNA
ENSG00000223290	154590407	154590528	1	RNA5SP107	rRNA
ENSG00000235949	154696462	154697817	-1		antisense_RNA
ENSG00000162989	154698299	154858352	1	KCNJ3	protein_coding
ENSG00000228837	154940541	154941067	-1	CBX3P6	processed_pseudogene
ENSG00000230991	154965513	154968003	-1		lincRNA
ENSG00000223197	155089439	155089538	-1	RNU6-1001P	snRNA
ENSG00000232982	155263458	155263724	-1	MTCO1P45	processed_pseudogene
ENSG00000229701	155264163	155264823	-1	MTND2P20	processed_pseudogene
ENSG00000227682	155269633	155270134	1	ATP5A1P2	transcribed_processed_pseudogene
ENSG00000233709	155311023	155311409	1	MTND4P28	processed_pseudogene
ENSG00000233039	155311697	155313427	1	MTND5P30	processed_pseudogene
ENSG00000233248	155313440	155313958	-1	MTND6P9	processed_pseudogene
ENSG00000229935	155314066	155314368	1	MTCYBP9	processed_pseudogene
ENSG00000206718	155330421	155330527	1	RNU6-546P	snRNA
ENSG00000226383	156011530	156254950	-1	LINC01876	lincRNA
ENSG00000235548	156033247	156034080	-1		processed_pseudogene
ENSG00000282440	156305108	156320255	-1		lincRNA
ENSG00000153234	156324432	156342348	-1	NR4A2	protein_coding
ENSG00000115159	156435290	156613735	1	GPD2	protein_coding
ENSG00000283436	156655224	156695659	1	LINC01958	lincRNA
ENSG00000238069	156777706	156778372	-1	RPLP0P7	processed_pseudogene
ENSG00000213194	157210847	157211539	-1	CDK7P1	processed_pseudogene
ENSG00000136542	157257598	157314211	1	GALNT5	protein_coding
ENSG00000222404	157298807	157299158	-1	RN7SKP281	misc_RNA
ENSG00000136541	157318625	157327713	-1	ERMN	protein_coding
ENSG00000230562	157379724	157380414	-1	FAM133DP	processed_pseudogene
ENSG00000115165	157414619	157488961	-1	CYTIP	protein_coding
ENSG00000123612	157526767	157629005	-1	ACVR1C	protein_coding
ENSG00000234584	157725708	157736005	-1		lincRNA
ENSG00000115170	157736444	157875862	-1	ACVR1	protein_coding
ENSG00000007001	157876702	158136154	1	UPP2	protein_coding
ENSG00000270557	157877683	157878565	1		lincRNA
ENSG00000251980	157912772	157912885	1	RNU6-436P	snRNA
ENSG00000271320	157917712	157918371	1		lincRNA
ENSG00000228937	157961410	157962888	-1		processed_pseudogene
ENSG00000212410	157985789	157985894	-1	RNU6-932P	snRNA
ENSG00000231158	158065545	158066059	1	PTP4A1P1	processed_pseudogene
ENSG00000237327	158127957	158133988	1	UPP2-IT1	sense_intronic
ENSG00000227480	158166650	158236169	1	CCDC148-AS1	antisense_RNA
ENSG00000153237	158171081	158456753	-1	CCDC148	protein_coding
ENSG00000234890	158419955	158425303	1	HNRNPDLP2	unprocessed_pseudogene
ENSG00000243723	158447166	158447461	-1	RN7SL393P	misc_RNA
ENSG00000144283	158456964	158682879	1	PKP4	protein_coding
ENSG00000227331	158548425	158549224	1		processed_pseudogene
ENSG00000204380	158658337	158735002	-1	PKP4-AS1	antisense_RNA
ENSG00000228586	158685903	158753775	1		lincRNA
ENSG00000231675	158703287	158703460	1		processed_pseudogene
ENSG00000163331	158795317	158862781	1	DAPL1	protein_coding
ENSG00000243792	158853755	158854576	1	OR7E89P	transcribed_unprocessed_pseudogene
ENSG00000251491	158862311	158863285	1	OR7E28P	transcribed_unprocessed_pseudogene
ENSG00000188668	158874642	158875670	1	OR7E90P	unprocessed_pseudogene
ENSG00000222300	158935798	158935985	-1	RNU2-21P	snRNA
ENSG00000115183	158968671	159232659	1	TANC1	protein_coding
ENSG00000213189	159003975	159004320	1	BTF3L4P2	processed_pseudogene
ENSG00000202029	159027036	159027142	-1	RNU6-580P	snRNA
ENSG00000226878	159056005	159056859	-1	GSTM3P2	processed_pseudogene
ENSG00000275141	159186835	159186901	1	MIR6888	miRNA
ENSG00000196151	159235793	159286799	-1	WDSUB1	protein_coding
ENSG00000123636	159318979	159616692	-1	BAZ2B	protein_coding
ENSG00000223642	159386367	159404636	1		antisense_RNA
ENSG00000270893	159444117	159444913	1		processed_pseudogene
ENSG00000225369	159462417	159463256	-1		processed_pseudogene
ENSG00000207117	159536244	159536346	-1		misc_RNA
ENSG00000224152	159615296	159617082	1		antisense_RNA
ENSG00000226266	159670708	159712435	-1		lincRNA
ENSG00000230783	159689217	159690291	-1		processed_pseudogene
ENSG00000136536	159712457	159771027	1	MARCH7	protein_coding
ENSG00000241399	159768630	159798255	-1	CD302	protein_coding
ENSG00000248672	159771851	159904710	-1	LY75-CD302	protein_coding
ENSG00000054219	159803355	159904749	-1	LY75	protein_coding
ENSG00000227055	159812234	159814009	-1		processed_pseudogene
ENSG00000153246	159932006	160062610	-1	PLA2R1	protein_coding
ENSG00000115221	160099666	160271888	-1	ITGB6	protein_coding
ENSG00000153250	160272151	160493794	-1	RBMS1	protein_coding
ENSG00000283734	160407810	160407882	-1	MIR4785	miRNA
ENSG00000279844	160849313	160850676	-1		TEC
ENSG00000244372	160877547	160877850	1	RN7SL423P	misc_RNA
ENSG00000232337	161048606	161050546	-1		processed_pseudogene
ENSG00000224467	161096231	161160224	-1		antisense_RNA
ENSG00000136560	161136908	161236221	1	TANK	protein_coding
ENSG00000235724	161222785	161308303	-1		antisense_RNA
ENSG00000227403	161244739	161249050	1	LINC01806	lincRNA
ENSG00000225813	161281902	161282618	1		processed_pseudogene
ENSG00000115233	161308038	161411717	1	PSMD14	protein_coding
ENSG00000232320	161340816	161341326	-1		processed_pseudogene
ENSG00000271924	161409554	161409670	1	RNA5SP108	rRNA
ENSG00000136535	161416094	161425870	1	TBR1	protein_coding
ENSG00000224076	161422659	161423577	-1		antisense_RNA
ENSG00000251621	161424015	161428774	1		3prime_overlapping_ncRNA
ENSG00000144290	161424332	161985282	1	SLC4A10	protein_coding
ENSG00000280105	161433874	161437458	1		TEC
ENSG00000226121	161500885	161507705	-1		processed_pseudogene
ENSG00000238570	161558544	161558646	1		snoRNA
ENSG00000226946	161568502	161570185	-1		processed_pseudogene
ENSG00000235716	161580072	161581350	1	KRT18P46	processed_pseudogene
ENSG00000234732	161931199	161931466	-1	RPEP5	processed_pseudogene
ENSG00000197635	161992241	162074542	-1	DPP4	protein_coding
ENSG00000230918	162073256	162075169	1		antisense_RNA
ENSG00000231445	162077357	162077651	-1	TIMM8AP1	processed_pseudogene
ENSG00000224674	162088259	162090072	1	EIF3EP2	processed_pseudogene
ENSG00000233397	162093429	162094854	1		lincRNA
ENSG00000115263	162142873	162152404	-1	GCG	protein_coding
ENSG00000236841	162159762	162173223	1		antisense_RNA
ENSG00000078098	162170684	162245151	-1	FAP	protein_coding
ENSG00000115267	162267079	162318703	-1	IFIH1	protein_coding
ENSG00000115271	162318840	162371595	1	GCA	protein_coding
ENSG00000184611	162371407	162838730	-1	KCNH7	protein_coding
ENSG00000212312	162496936	162497051	1	RNA5SP109	rRNA
ENSG00000237750	162768936	162797972	1		antisense_RNA
ENSG00000230282	163152251	163153307	-1	RPL7P61	processed_pseudogene
ENSG00000200902	163288995	163289096	1	RNU6-627P	snRNA
ENSG00000182263	163593396	163736012	-1	FIGN	protein_coding
ENSG00000237844	163749573	164352223	-1		lincRNA
ENSG00000226847	164213539	164214414	1	PRPS1P1	processed_pseudogene
ENSG00000229641	164321933	164322223	1	CYP2C56P	processed_pseudogene
ENSG00000115290	164492812	164621848	-1	GRB14	protein_coding
ENSG00000277998	164573741	164574054	1		unprocessed_pseudogene
ENSG00000082438	164653624	164843679	-1	COBLL1	protein_coding
ENSG00000224331	164687287	164687596	-1		processed_pseudogene
ENSG00000206869	164687643	164687777	-1	SNORA70F	snoRNA
ENSG00000236283	164840672	165208261	1		antisense_RNA
ENSG00000199508	164858432	164858546	1	RNA5SP110	rRNA
ENSG00000223318	164895677	164895777	-1	RNA5SP111	rRNA
ENSG00000169507	164896186	164955525	-1	SLC38A11	protein_coding
ENSG00000153253	165087522	165204067	-1	SCN3A	protein_coding
ENSG00000136531	165194993	165392310	1	SCN2A	protein_coding
ENSG00000233204	165285253	165286048	1	MAPRE1P3	processed_pseudogene
ENSG00000178662	165469647	165689407	1	CSRNP3	protein_coding
ENSG00000115339	165747591	165794682	-1	GALNT3	protein_coding
ENSG00000235192	165794851	165810010	1		lincRNA
ENSG00000229195	165794857	165846091	-1		lincRNA
ENSG00000232411	165833048	165839098	-1		lincRNA
ENSG00000123607	165857475	165953843	-1	TTC21B	protein_coding
ENSG00000224490	165933857	165949891	1	TTC21B-AS1	processed_transcript
ENSG00000236107	165957399	166301784	1		antisense_RNA
ENSG00000144285	165984641	166149214	-1	SCN1A	protein_coding
ENSG00000238813	166123494	166123597	-1		misc_RNA
ENSG00000222376	166180652	166180966	-1	RN7SKP152	misc_RNA
ENSG00000169432	166195185	166375993	-1	SCN9A	protein_coding
ENSG00000136546	166403573	166494247	-1	SCN7A	protein_coding
ENSG00000283657	166414489	166414729	1		unprocessed_pseudogene
ENSG00000163092	166888487	167259753	1	XIRP2	protein_coding
ENSG00000225182	166889502	166889884	-1		processed_pseudogene
ENSG00000254552	167123904	167140955	-1	XIRP2-AS1	antisense_RNA
ENSG00000228222	167293171	167558333	1		lincRNA
ENSG00000238357	167631480	167631541	-1	RNU7-148P	snRNA
ENSG00000214211	167713663	167716065	-1	CTAGE14P	processed_pseudogene
ENSG00000235335	167814774	167941144	-1		antisense_RNA
ENSG00000172318	167868948	167874041	1	B3GALT1	protein_coding
ENSG00000198648	167954020	168248141	-1	STK39	protein_coding
ENSG00000238259	168231921	168232220	-1		processed_pseudogene
ENSG00000241074	168451324	168451606	1	RN7SL813P	misc_RNA
ENSG00000172292	168455862	168775137	1	CERS6	protein_coding
ENSG00000265694	168582943	168583018	1	MIR4774	miRNA
ENSG00000199348	168606390	168606496	-1	RNU6-766P	snRNA
ENSG00000227617	168771953	168786961	-1	CERS6-AS1	processed_transcript
ENSG00000163072	168786539	168865514	1	NOSTRIN	protein_coding
ENSG00000152253	168834132	168913371	-1	SPC25	protein_coding
ENSG00000152254	168901240	168910000	1	G6PC2	protein_coding
ENSG00000073734	168922938	169031322	-1	ABCB11	protein_coding
ENSG00000073737	169064789	169096167	1	DHRS9	protein_coding
ENSG00000235321	169100743	169101210	1		antisense_RNA
ENSG00000235995	169115195	169115680	1	UBE2V1P6	processed_pseudogene
ENSG00000081479	169127109	169362685	-1	LRP2	protein_coding
ENSG00000163093	169479178	169506655	1	BBS5	protein_coding
ENSG00000251569	169479480	169525922	1		protein_coding
ENSG00000239474	169509702	169526262	1	KLHL41	protein_coding
ENSG00000138399	169529749	169573875	-1	FASTKD1	protein_coding
ENSG00000229827	169577371	169577746	-1		processed_pseudogene
ENSG00000138398	169584340	169641406	1	PPIG	protein_coding
ENSG00000154479	169645425	169694433	-1	CCDC173	protein_coding
ENSG00000226072	169658132	169661357	-1		processed_pseudogene
ENSG00000144362	169694454	169701708	1	PHOSPHO2	protein_coding
ENSG00000213160	169694488	169776989	1	KLHL23	protein_coding
ENSG00000206961	169727872	169728003	1		snoRNA
ENSG00000231550	169767185	169768799	-1	PTCHD3P2	processed_pseudogene
ENSG00000214369	169790093	169790885	1		processed_pseudogene
ENSG00000138385	169791933	169812064	1	SSB	protein_coding
ENSG00000138382	169810081	169824931	-1	METTL5	protein_coding
ENSG00000144357	169827458	170084131	1	UBR3	protein_coding
ENSG00000227176	170077224	170078294	-1		processed_pseudogene
ENSG00000252807	170119996	170120098	-1	RNU6-1006P	snRNA
ENSG00000071909	170178145	170655171	1	MYO3B	protein_coding
ENSG00000231898	170332085	170408564	-1		antisense_RNA
ENSG00000214821	170601662	170602228	-1	HMGB1P4	processed_pseudogene
ENSG00000213981	170640374	170695374	-1		antisense_RNA
ENSG00000275414	170690564	170690742	1		misc_RNA
ENSG00000222033	170712451	170714567	-1	LINC01124	lincRNA
ENSG00000204335	170715351	170718078	1	SP5	protein_coding
ENSG00000234350	170723086	170770768	-1		lincRNA
ENSG00000128692	170751805	170752788	1	EIF2S2P4	processed_pseudogene
ENSG00000239467	170771113	170778148	1		lincRNA
ENSG00000222509	170783167	170783271	1		misc_RNA
ENSG00000204334	170783786	170798971	1	ERICH2	protein_coding
ENSG00000128683	170813213	170861151	1	GAD1	protein_coding
ENSG00000235934	170816293	170818037	-1		antisense_RNA
ENSG00000115806	170928464	170967129	1	GORASP2	protein_coding
ENSG00000198586	170990823	171231314	-1	TLK1	protein_coding
ENSG00000123600	171317405	171434802	-1	METTL8	protein_coding
ENSG00000224553	171374931	171375278	-1		processed_pseudogene
ENSG00000115827	171434217	171485052	1	DCAF17	protein_coding
ENSG00000228507	171491422	171491931	1	DAP3P2	processed_pseudogene
ENSG00000234061	171492905	171493095	1		processed_pseudogene
ENSG00000233762	171517270	171517716	-1		processed_pseudogene
ENSG00000071967	171522247	171558133	1	CYBRD1	protein_coding
ENSG00000233934	171587093	171587259	1	RPL21P38	processed_pseudogene
ENSG00000077380	171687409	171748420	1	DYNC1I2	protein_coding
ENSG00000115840	171784370	171999859	-1	SLC25A12	protein_coding
ENSG00000252779	171856566	171856670	-1	RNU6-182P	snRNA
ENSG00000128708	171922448	171983682	1	HAT1	protein_coding
ENSG00000172878	171999583	172082430	1	METAP1D	protein_coding
ENSG00000144355	172084740	172089677	1	DLX1	protein_coding
ENSG00000115844	172099439	172102900	-1	DLX2	protein_coding
ENSG00000236651	172103006	172109982	1	DLX2-AS1	lincRNA
ENSG00000232555	172315287	172323737	1		lincRNA
ENSG00000278924	172423807	172424173	-1		TEC
ENSG00000091409	172427354	172506282	1	ITGA6	protein_coding
ENSG00000226963	172427774	172428603	-1		antisense_RNA
ENSG00000232788	172464262	172466022	-1		antisense_RNA
ENSG00000225205	172480840	172556596	-1		antisense_RNA
ENSG00000152256	172555373	172608669	1	PDK1	protein_coding
ENSG00000199866	172558151	172558252	-1		misc_RNA
ENSG00000230104	172674212	172674898	-1		processed_pseudogene
ENSG00000228016	172677141	172736206	-1	RAPGEF4-AS1	antisense_RNA
ENSG00000239041	172691299	172691402	1		snoRNA
ENSG00000091428	172735274	173052893	1	RAPGEF4	protein_coding
ENSG00000232292	172893763	172894383	-1	ALDH7A1P2	processed_pseudogene
ENSG00000091436	173075435	173268010	1	MAP3K20	protein_coding
ENSG00000238133	173166446	173282036	-1	MAP3K20-AS1	antisense_RNA
ENSG00000231735	173297629	173298512	1		processed_pseudogene
ENSG00000236391	173338219	173356208	-1		transcribed_processed_pseudogene
ENSG00000144354	173354820	173368997	1	CDCA7	protein_coding
ENSG00000213148	173431349	173431812	-1		processed_pseudogene
ENSG00000236832	173477996	173478400	-1		processed_pseudogene
ENSG00000226131	173485865	173486362	-1	PPIAP66	processed_pseudogene
ENSG00000237016	173575110	173576341	-1		processed_pseudogene
ENSG00000237617	173705948	173706148	-1		processed_pseudogene
ENSG00000270460	173811076	173811392	1		lincRNA
ENSG00000234415	173871653	173872465	-1	RPL5P7	processed_pseudogene
ENSG00000224638	173880865	173899428	-1		lincRNA
ENSG00000172845	173906459	173965702	-1	SP3	protein_coding
ENSG00000271151	173968351	173969418	1		lincRNA
ENSG00000273258	174011856	174012975	-1		lincRNA
ENSG00000260868	174025280	174027163	1	LINC01960	lincRNA
ENSG00000235414	174043008	174043880	1	RPSAP24	processed_pseudogene
ENSG00000138430	174072447	174248698	-1	OLA1	protein_coding
ENSG00000270799	174171891	174172725	1		processed_pseudogene
ENSG00000243770	174240143	174240457	-1	RN7SL65P	misc_RNA
ENSG00000201088	174264878	174264981	-1		misc_RNA
ENSG00000227180	174299324	174300956	-1		processed_pseudogene
ENSG00000237804	174310015	174310974	-1	HNRNPA1P39	processed_pseudogene
ENSG00000231453	174326027	174330643	1	LINC01305	lincRNA
ENSG00000280414	174334438	174337566	-1		TEC
ENSG00000217236	174334946	174338492	1	SP9	protein_coding
ENSG00000138433	174348022	174395715	-1	CIR1	protein_coding
ENSG00000144306	174395730	174429575	1	SCRN3	protein_coding
ENSG00000163328	174431571	174487094	-1	GPR155	protein_coding
ENSG00000226853	174487389	174488386	1		lincRNA
ENSG00000179997	174501952	174502312	1		processed_pseudogene
ENSG00000279884	174545385	174546335	-1		TEC
ENSG00000236449	174547141	174774827	1		antisense_RNA
ENSG00000206965	174557966	174558072	-1	RNU6-5P	snRNA
ENSG00000115935	174559572	174682916	-1	WIPF1	protein_coding
ENSG00000237798	174575227	174587726	1		antisense_RNA
ENSG00000235655	174719908	174720318	1	H3F3AP4	processed_pseudogene
ENSG00000138435	174747592	174787935	-1	CHRNA1	protein_coding
ENSG00000128656	174799363	175005369	-1	CHN1	protein_coding
ENSG00000212167	175022214	175022319	1	RNU6-763P	snRNA
ENSG00000199827	175029769	175029877	1	RNU6-1290P	snRNA
ENSG00000227187	175033778	175034192	-1		processed_pseudogene
ENSG00000115966	175072250	175168382	-1	ATF2	protein_coding
ENSG00000277948	175092401	175092587	-1		misc_RNA
ENSG00000215973	175167633	175167709	-1	MIR933	miRNA
ENSG00000229750	175167904	175168522	1		antisense_RNA
ENSG00000154518	175176258	175184607	-1	ATP5G3	protein_coding
ENSG00000200121	175176493	175176586	-1		misc_RNA
ENSG00000233131	175184215	175184607	1		processed_pseudogene
ENSG00000229066	175257250	175454640	1		lincRNA
ENSG00000223976	175842887	175843302	1	EXTL2P1	processed_pseudogene
ENSG00000235047	175897336	175904232	1		antisense_RNA
ENSG00000229779	175904371	175905502	-1		lincRNA
ENSG00000144320	175923892	176002839	-1	LNPK	protein_coding
ENSG00000174279	176077472	176083913	-1	EVX2	protein_coding
ENSG00000128714	176092891	176095938	1	HOXD13	protein_coding
ENSG00000170178	176099730	176101193	1	HOXD12	protein_coding
ENSG00000128713	176104216	176109754	1	HOXD11	protein_coding
ENSG00000128710	176108790	176119942	1	HOXD10	protein_coding
ENSG00000237380	176121611	176137098	-1	HOXD-AS2	antisense_RNA
ENSG00000128709	176122720	176124937	1	HOXD9	protein_coding
ENSG00000175879	176129694	176132695	1	HOXD8	protein_coding
ENSG00000128652	176136612	176173102	1	HOXD3	protein_coding
ENSG00000207744	176150303	176150412	1	MIR10B	miRNA
ENSG00000278500	176151085	176173097	1		protein_coding
ENSG00000170166	176151222	176153226	1	HOXD4	protein_coding
ENSG00000272729	176164164	176165716	-1		antisense_RNA
ENSG00000224189	176173195	176188958	-1	HAGLR	antisense_RNA
ENSG00000226363	176177717	176179008	1	HAGLROS	lincRNA
ENSG00000128645	176188579	176190907	1	HOXD1	protein_coding
ENSG00000283880	176188843	176188901	1	MIR7704	miRNA
ENSG00000279160	176189919	176192538	-1		TEC
ENSG00000218175	176200908	176201252	-1		processed_pseudogene
ENSG00000230384	176242111	176242993	1	RPSAP25	processed_pseudogene
ENSG00000128654	176269395	176338025	1	MTX2	protein_coding
ENSG00000237260	176338637	176339077	1	PPIAP67	processed_pseudogene
ENSG00000229434	176506245	176507702	-1		lincRNA
ENSG00000236231	176524879	176531683	-1		lincRNA
ENSG00000283203	176600980	176601052	-1	MIR1246	miRNA
ENSG00000272551	176611437	176612249	-1		lincRNA
ENSG00000163364	176629589	176637931	-1	LINC01116	lincRNA
ENSG00000224577	176637710	176655958	1	LINC01117	lincRNA
ENSG00000252027	176664676	176664766	1	RNU6ATAC14P	snRNA
ENSG00000230552	176724268	176819310	-1		lincRNA
ENSG00000237053	176804987	176806337	-1	FUCA1P1	processed_pseudogene
ENSG00000223777	176809426	176809859	-1		processed_pseudogene
ENSG00000279205	176822030	176823653	1		TEC
ENSG00000227098	176845993	176849428	-1		lincRNA
ENSG00000206866	176929985	176930090	-1	RNU6-187P	snRNA
ENSG00000236501	176990508	177164516	-1		lincRNA
ENSG00000251746	177138699	177138797	1	RNA5SP112	rRNA
ENSG00000229337	177155622	177212662	-1		antisense_RNA
ENSG00000226273	177177695	177178255	1		processed_pseudogene
ENSG00000201102	177194983	177195095	1		misc_RNA
ENSG00000213069	177197985	177198547	1	KRT8P40	processed_pseudogene
ENSG00000170144	177212563	177223958	1	HNRNPA3	protein_coding
ENSG00000284252	177212726	177212799	1	MIR4444-1	miRNA
ENSG00000116044	177227595	177392697	-1	NFE2L2	protein_coding
ENSG00000225808	177229191	177229506	-1	DNAJC19P5	processed_pseudogene
ENSG00000265396	177255945	177256010	-1	MIR3128	miRNA
ENSG00000222043	177264359	177265515	1		antisense_RNA
ENSG00000213963	177283508	177392691	-1		sense_overlapping
ENSG00000271825	177300600	177302006	1		antisense_RNA
ENSG00000271996	177306373	177310572	1		antisense_RNA
ENSG00000278418	177313806	177313882	-1	MIR6512	miRNA
ENSG00000280374	177317715	177318471	-1		sense_intronic
ENSG00000237178	177344443	177344836	1		processed_pseudogene
ENSG00000238295	177345858	177345961	-1		snoRNA
ENSG00000018510	177392644	177559299	1	AGPS	protein_coding
ENSG00000196659	177548998	177553014	-1	TTC30B	protein_coding
ENSG00000237655	177603089	177618572	1		antisense_RNA
ENSG00000197557	177612992	177618966	-1	TTC30A	protein_coding
ENSG00000128655	177623252	178072755	-1	PDE11A	protein_coding
ENSG00000284741	177628069	178108339	-1		protein_coding
ENSG00000229941	177698429	177723289	1		antisense_RNA
ENSG00000236664	177953111	178011989	-1		sense_intronic
ENSG00000213962	177997273	177998770	-1	API5P2	processed_pseudogene
ENSG00000229744	178017993	178018465	1		processed_pseudogene
